Estado,Cidade,Bairros
AM,Manaus,Parque Dez De Novembro
AM,Manaus,Parque 10 de Novembro
AM,Manaus,Parques Das Laranjeiras
AM,Manaus,Paz
AM,Manaus,Petrópolis
AM,Manaus,Planalto
AM,Manaus,Ponta Negra
AM,Manaus,Pq Das Laranjeiras
AM,Manaus,Pq Dez
AM,Manaus,Pq Dez De Novembro
AM,Manaus,Pq Res Adrianopolis
AM,Manaus,Pqe Dez De Novembro
AM,Manaus,Praça 14
AM,Manaus,Praça 14 de Janeiro
AM,Manaus,Pres. Vargas
AM,Manaus,Presidente Vargas
AM,Manaus,Puraquequara
AM,Manaus,Raiz
AM,Manaus,Redenção
AM,Manaus,Riacho Doce 2
AM,Manaus,Santa Etelvina
AM,Manaus,Santa Luzia
AM,Manaus,Santo Agostinho
AM,Manaus,Santo Antônio
AM,Manaus,São Francisco
AM,Manaus,São Geraldo
AM,Manaus,São Jorge
AM,Manaus,São José I
AM,Manaus,São José Operário
AM,Manaus,São Lázaro
AM,Manaus,São Raimundo
AM,Manaus,Sao Sebastiao
AM,Manaus,Sem Bairro
AM,Manaus,Tancredo Neves
AM,Manaus,Tarumã
AM,Manaus,Tarumã Açu
AM,Manaus,Tarumã-Açu
AM,Manaus,Terra Nova
AM,Manaus,Uniao
AM,Manaus,Vieiralves
AM,Manaus,Vila Buriti
AM,Manaus,Vila da Prata
AM,Manaus,Vl Militar S Jorge
AM,Manaus,Zumbi dos Palmares
AM,Manicoré,Centro
AM,Manicoré,Genérico
AM,Manicoré,Mazarelo
AM,Maraã,Centro
AM,Maraã,Genérico
AM,Maués,Centro
AM,Maués,Genérico
AM,Nhamundá,Centro
AM,Nhamundá,Genérico
AM,Nova Olinda do Norte,Centro
AM,Nova Olinda do Norte,Genérico
AM,Novo Airão,Centro
AM,Novo Airão,Genérico
AM,Novo Aripuanã,Centro
AM,Novo Aripuanã,Genérico
AM,Parintins,Área Rural de Parintins
AM,Parintins,Castanheira
AM,Parintins,Centro
AM,Parintins,Distrito Industrial
AM,Parintins,Djard Vieira
AM,Parintins,Emílio Moreira
AM,Parintins,Francesa
AM,Parintins,Genérico
AM,Parintins,Itaúna I
AM,Parintins,Itaúna Ii
AM,Parintins,Jacareacanga
AM,Parintins,João Novo
AM,Parintins,Lady Laura
AM,Parintins,Nossa Senhora de Nazaré
AM,Parintins,Palmares
AM,Parintins,Pascal Alárgio
AM,Parintins,Paulo Correa
AM,Parintins,Raimundo Muniz
AM,Parintins,Santa Clara
AM,Parintins,Santa Rita de Cássia
AM,Parintins,São Benedito
AM,Parintins,São José Operário
AM,Parintins,São Vicente de Paula
AM,Parintins,Teixeirão
AM,Parintins,Tonzinho Saunier
AM,Parintins,União
AM,Parintins,Vitória Régia
AM,Pauini,Centro
AM,Pauini,Genérico
AM,Presidente Figueiredo,Centro
AM,Presidente Figueiredo,Genérico
AM,Presidente Figueiredo,Vila C
AM,Rio Preto da Eva,Centro
AM,Rio Preto da Eva,Genérico
AM,Santa Isabel do Rio Negro,Centro
AM,Santa Isabel do Rio Negro,Genérico
AM,Santo Antônio do Içá,Centro
AM,Santo Antônio do Içá,Genérico
AM,São Gabriel da Cachoeira,Centro
AM,São Gabriel da Cachoeira,Genérico
AM,São Paulo de Olivença,Centro
AM,São Paulo de Olivença,Genérico
AM,São Paulo de Olivença,Santa Rita do Well
AM,São Sebastião do Uatumã,Centro
AM,São Sebastião do Uatumã,Genérico
AM,Silves,Centro
AM,Silves,Genérico
AM,Tabatinga,Centro
AM,Tabatinga,Genérico
AM,Tapauá,Centro
AM,Tapauá,Genérico
AM,Tefé,Abial
AM,Tefé,Aeroporto
AM,Tefé,Área Rural de Tefé
AM,Tefé,Centro
AM,Tefé,Colônia Ventura
AM,Tefé,Fonte Boa
AM,Tefé,Genérico
AM,Tefé,Jerusalém
AM,Tefé,Juruá
AM,Tefé,Monte Castelo
AM,Tefé,Mutirão
AM,Tefé,Nossa Senhora de Fátima
AM,Tefé,Nova Esperança
AM,Tefé,Olaria
AM,Tefé,Santa Luzia
AM,Tefé,Santa Rosa
AM,Tefé,Santa Teresa
AM,Tefé,Santo Antônio
AM,Tefé,São Francisco
AM,Tefé,São João
AM,Tefé,São José
AM,Tefé,São Raimundo
AM,Tefé,Vila Nova
AM,Tonantins,Genérico
AM,Tonantins,Santo Antonio
AM,Uarini,Centro
AM,Uarini,Genérico
AM,Urucará,Genérico
AM,Urucará,São Jorge
AM,Urucurituba,Centro
AM,Urucurituba,Genérico
AP,Amapá,Centro
AP,Amapá,Genérico
AP,Calçoene,Calçoene
AP,Calçoene,Centro
AP,Calçoene,Genérico
AP,Calçoene,Vila Carnot
AP,Cutias,Centro
AP,Cutias,Genérico
AP,Ferreira Gomes,Centro
AP,Ferreira Gomes,Genérico
AP,Itaubal,Centro
AP,Itaubal,Genérico
AP,Laranjal do Jari,Agreste
AP,Laranjal do Jari,Centro
AP,Laranjal do Jari,Genérico
AP,Macapá,Alvorada
AP,Macapá,Araxá
AP,Macapá,Beirol
AP,Macapá,Boné Azul
AP,Macapá,Brasil Novo
AP,Macapá,Buritizal
AP,Macapá,Cabralsinho
AP,Macapá,Cabralzinho
AP,Macapá,Central
AP,Macapá,Centro
AP,Macapá,Chefe Clodoaldo
AP,Macapá,Cidade Nova
AP,Macapá,Cj Laurindo Banha
AP,Macapá,Cj Marabaixo
AP,Macapá,Condominio Jardim Europa
AP,Macapá,Condomínio Parque Das Nações
AP,Macapá,Congós
AP,Macapá,Coração
AP,Macapá,Cuba De Asfalto
AP,Macapá,Distrito Da Fazendinha
AP,Macapá,Duca Serra
AP,Macapá,Fazendinha
AP,Macapá,Genérico
AP,Macapá,Goiabal
AP,Macapá,Infraero
AP,Macapá,Infraero I
AP,Macapá,Infraero Ii
AP,Macapá,Infraero 2 Parque Dos Buritis
AP,Macapá,Infraero 2 Parques Dos Buritis
AP,Macapá,Jardim Caranã
AP,Macapá,Jardim Equatorial
AP,Macapá,Jardim Felicidade
AP,Macapá,Jardim Marco Zero
AP,Macapá,Jesus de Nazaré
AP,Macapá,Julião Ramos
AP,Macapá,Km9
AP,Macapá,Lagoa Azul
AP,Macapá,Laguinho
AP,Macapá,Laurindo Banha
AP,Macapá,Lot. Acai
AP,Macapá,Lot Sol Nascente
AP,Macapá,Loteamento Açaí
AP,Macapá,Loteamento Jardim Caranã
AP,Macapá,Marabaixo
AP,Macapá,Marabaixo 3
AP,Macapá,Marabaixo 4
AP,Macapá,Morada Das Palmeiras
AP,Macapá,Muca
AP,Macapá,Muruci (Fazendinha)
AP,Macapá,Nova Esperança
AP,Macapá,Novo Buritizal
AP,Macapá,Novo Horizonte
AP,Macapá,Pacoval
AP,Macapá,Pantanal
AP,Macapá,Parque Dos Buritis
AP,Macapá,Pedrinhas
AP,Macapá,Perpétuo Socorro
AP,Macapá,Renascer
AP,Macapá,Res Cajari
AP,Macapá,Res. Lagoa
AP,Macapá,Residencial Parque Irmãos Platon
AP,Macapá,Santa Inês
AP,Macapá,Santa Rita
AP,Macapá,São José
AP,Macapá,São José Condominio Jardim Europa
AP,Macapá,São José Duca Serra
AP,Macapá,São José/duca Serra( Residencial Jardim Europa)
AP,Macapá,São Lázaro
AP,Macapá,Sem Bairro
AP,Macapá,Sol Nascente
AP,Macapá,Terra Nova
AP,Macapá,Terra Nova Amapá
AP,Macapá,Trem
AP,Macapá,Universidade
AP,Macapá,Universitario
AP,Macapá,Vale Verde
AP,Macapá,Zerão
AP,Mazagão,Genérico
AP,Mazagão,Mazagão
AP,Mazagão,Vila Carvão
AP,Mazagão,Vila de Mazagão Velho
AP,Oiapoque,Centro
AP,Oiapoque,Genérico
AP,Pedra Branca do Amaparí,Centro
AP,Pedra Branca do Amaparí,Genérico
AP,Porto Grande,Centro
AP,Porto Grande,Genérico
AP,Pracuúba,Centro
AP,Pracuúba,Genérico
AP,Santana,Acquaville
AP,Santana,"Acquaville (quadra 30, Lote 22)"
AP,Santana,Acquaville Garoupa
AP,Santana,Acquaville Garoupa Quadra 97 Lote 35
AP,Santana,Acquaville Tambaqui
AP,Santana,Acquaville Tucunaré
AP,Santana,Alphaville Fazendinha
AP,Santana,Aquacvile
AP,Santana,Aquavile Tucunaré
AP,Santana,Aquavilie
AP,Santana,Aquaville
AP,Santana,Aquaville Garoupa
AP,Santana,Aquaville Tucunaré
AP,Santana,Bairro central
AP,Santana,Bairro dos Remédios (com localização)
AP,Santana,Central
AP,Santana,Centro
AP,Santana,Comercial
AP,Santana,Comercial (até Rod. Claudio Lucio)
AP,Santana,Daniel
AP,Serra do Navio,Centro
AP,Serra do Navio,Genérico
AP,Serra do Navio,Vila Primária
AP,Tartarugalzinho,Centro
AP,Tartarugalzinho,Genérico
AP,Vitória do Jari,Centro
AP,Vitória do Jari,Cidade Livre
AP,Vitória do Jari,Genérico
BA,Abaíra,CATOLES
BA,Abaíra,Centro
BA,Abaré,Centro
BA,Abaré,Genérico
BA,Abaré,Icozeira
BA,Acajutiba,Centro
BA,Acajutiba,Genérico
BA,Adustina,Centro
BA,Adustina,Genérico
BA,Água Fria,Água Fria
BA,Água Fria,Centro
BA,Água Fria,Genérico
BA,Aiquara,Centro
BA,Aiquara,Genérico
BA,Alagoinhas,Alagoinhas Velha
BA,Alagoinhas,Área Rural de Alagoinhas
BA,Alagoinhas,Barreiro
BA,Alagoinhas,Catu
BA,Alagoinhas,Centro
BA,Alagoinhas,Dois de Julho
BA,Alagoinhas,Genérico
BA,Alagoinhas,Jardim Pedro Braga
BA,Alagoinhas,Jardim Petrolar
BA,Alagoinhas,Juracy Magalhães
BA,Alagoinhas,Kennedy
BA,Alagoinhas,Mangalô
BA,Alagoinhas,Parque Vitória
BA,Alagoinhas,Santa Isabel
BA,Alagoinhas,Santa Terezinha
BA,Alagoinhas,Silva Jardim
BA,Alagoinhas,Teresópolis
BA,Alcobaça,Centro
BA,Alcobaça,Genérico
BA,Alcobaça,São José de Alcobaça
BA,Almadina,Centro
BA,Almadina,Genérico
BA,Amargosa,Centro
BA,Amargosa,Genérico
BA,Amélia Rodrigues,Centro
BA,Amélia Rodrigues,Genérico
BA,Amélia Rodrigues,Mata da Aliança
BA,América Dourada,Centro
BA,América Dourada,Genérico
BA,Anagé,Centro
BA,Anagé,Genérico
BA,Andaraí,Centro
BA,Andaraí,Genérico
BA,Andorinha,Centro
BA,Andorinha,Genérico
BA,Angical,Centro
BA,Angical,Genérico
BA,Angical,Missão do Aricobe
BA,Anguera,Centro
BA,Anguera,Genérico
BA,Antas,Boa Vista
BA,Antas,Centro
BA,Antas,Duas Serras
BA,Antas,Entroncamento
BA,Antas,Frei Apolônio
BA,Antas,Genérico
BA,Antas,Rangel
BA,Antônio Cardoso,Centro
BA,Antônio Cardoso,Genérico
BA,Antônio Gonçalves,Caldeirão do Mulato
BA,Antônio Gonçalves,Centro
BA,Antônio Gonçalves,Genérico
BA,Aporá,Centro
BA,Aporá,Genérico
BA,Apuarema,Centro
BA,Apuarema,Genérico
BA,Araçás,Centro
BA,Araçás,Genérico
BA,Aracatu,Centro
BA,Aracatu,Genérico
BA,Aracatu,Piabanha
BA,Aracatu,Várzea da Pedra
BA,Araci,Centro
BA,Araci,Genérico
BA,Araci,Pedras Altas
BA,Aramari,Centro
BA,Aramari,Genérico
BA,Arataca,Centro
BA,Arataca,Genérico
BA,Aratuípe,Centro
BA,Aratuípe,Genérico
BA,Aurelino Leal,Centro
BA,Aurelino Leal,Genérico
BA,Baianópolis,Centro
BA,Baianópolis,Genérico
BA,Baixa Grande,Centro
BA,Baixa Grande,Genérico
BA,Banzaê,Centro
BA,Banzaê,Genérico
BA,Barra,Centro
BA,Barra,Genérico
BA,Barra,Papagaio
BA,Barra da Estiva,Centro
BA,Barra da Estiva,Genérico
BA,Barra do Choça,Barra Nova
BA,Barra do Choça,Centro
BA,Barra do Choça,Genérico
BA,Barra do Mendes,Barrolandia
BA,Barra do Mendes,Centro
BA,Barra do Mendes,Genérico
BA,Barra do Rocha,Centro
BA,Barra do Rocha,Genérico
BA,Barreiras,Alphaville
BA,Barreiras,Antonio Geraldo
BA,Barreiras,Aratu
BA,Barreiras,Arboreto
BA,Barreiras,Área Rural de Barreiras
BA,Barreiras,Bandeirantes
BA,Barreiras,Barreiras I
BA,Barreiras,Barreiras II
BA,Barreiras,Barreirinhas
BA,Barreiras,Bela Vista
BA,Barreiras,Boa Sorte
BA,Barreiras,Buritis
BA,Barreiras,Centro
BA,Barreiras,Chácaras Candeias
BA,Barreiras,Cidade Nova
BA,Barreiras,Copacabana
BA,Barreiras,Distrito Industrial
BA,Barreiras,Firenze
BA,Barreiras,Flamengo
BA,Barreiras,Genérico
BA,Barreiras,Jardim Ouro Branco
BA,Barreiras,Jardim Vitória
BA,Barreiras,Jardins
BA,Barreiras,Juscelino Kubitschek
BA,Barreiras,Mimoso
BA,Barreiras,Morada da Lua
BA,Barreiras,Morada Nobre
BA,Barreiras,Novo Horizonte
BA,Barreiras,Parque Verde
BA,Barreiras,Recanto dos Pássaros
BA,Barreiras,Renato Gonçalves
BA,Barreiras,Riachinho
BA,Barreiras,Ribeirão
BA,Barreiras,Rio Grande
BA,Barreiras,Sandra Regina
BA,Barreiras,Santa Luzia
BA,Barreiras,Santo Antônio
BA,Barreiras,São Francisco
BA,Barreiras,São Miguel
BA,Barreiras,São Paulo
BA,Barreiras,São Pedro
BA,Barreiras,São Sebastião
BA,Barreiras,Serra da bandeira
BA,Barreiras,Serra do Mimo
BA,Barreiras,Sombra da Tarde
BA,Barreiras,Vila Amorim
BA,Barreiras,Vila Brasil
BA,Barreiras,Vila dos Funcionários
BA,Barreiras,Vila dos Sas
BA,Barreiras,Vila Dulce
BA,Barreiras,Vila Nova
BA,Barreiras,Vila Regina
BA,Barreiras,Vila Rica
BA,Barro Alto,Centro
BA,Barro Alto,Gameleira do Barro Alto
BA,Barro Alto,Genérico
BA,Barro Alto,Lagoa Funda
BA,Barro Preto,Centro
BA,Barro Preto,Genérico
BA,Barrocas,Centro
BA,Barrocas,Genérico
BA,Belmonte,Belmonte
BA,Belmonte,Genérico
BA,Belo Campo,Belo Campo
BA,Belo Campo,Genérico
BA,Biritinga,Centro
BA,Biritinga,Genérico
BA,Boa Nova,Centro
BA,Boa Nova,Genérico
BA,Boa Nova,Valentim
BA,Boa Vista do Tupim,Amparo
BA,Boa Vista do Tupim,Centro
BA,Boa Vista do Tupim,Genérico
BA,Boa Vista do Tupim,Iguapé
BA,Boa Vista do Tupim,Terra Boa
BA,Bom Jesus da Lapa,Centro
BA,Bom Jesus da Lapa,Formoso
BA,Bom Jesus da Lapa,Genérico
BA,Bom Jesus da Lapa,Nova Brasília
BA,Bom Jesus da Serra,Centro
BA,Bom Jesus da Serra,Genérico
BA,Boninal,Centro
BA,Boninal,Genérico
BA,Bonito,Centro
BA,Bonito,Genérico
BA,Boquira,Barreiro
BA,Boquira,Brejo Grande
BA,Boquira,Centro
BA,Boquira,Genérico
BA,Botuporã,Centro
BA,Botuporã,Genérico
BA,Brejões,Centro
BA,Brejões,Genérico
BA,Brejões,Km 100
BA,Brejolândia,Centro
BA,Brejolândia,Genérico
BA,Brotas de Macaúbas,Centro
BA,Brotas de Macaúbas,Genérico
BA,Brumado,Centro
BA,Brumado,Genérico
BA,Brumado,Novo Brumado
BA,Buerarema,Centro
BA,Buerarema,Genérico
BA,Buritirama,Centro
BA,Buritirama,Genérico
BA,Caatiba,Centro
BA,Caatiba,Genérico
BA,Cabaceiras do Paraguaçu,Centro
BA,Cabaceiras do Paraguaçu,Genérico
BA,Cachoeira,Centro
BA,Cachoeira,Genérico
BA,Caculé,Centro
BA,Caculé,Genérico
BA,Caculé,Várzea Grande
BA,Caém,Centro
BA,Caém,Genérico
BA,Caetanos,Caldeirão
BA,Caetanos,Centro
BA,Caetanos,Genérico
BA,Caetité,Centro
BA,Caetité,Genérico
BA,Caetité,Juazeiro
BA,Caetité,Pituba
BA,Caetité,Santa Luzia
BA,Cafarnaum,Canal
BA,Cafarnaum,Centro
BA,Cafarnaum,Genérico
BA,Cairu,Centro
BA,Cairu,Genérico
BA,Caldeirão Grande,Centro
BA,Caldeirão Grande,Genérico
BA,Camacan,Centro
BA,Camacan,Genérico
BA,Camacan,São João do Panelinha
BA,Camaçari,Abrantes
BA,Camaçari,Acajutiba
BA,Camaçari,Albatroz
BA,Camaçari,Alphaville (Abrantes)
BA,Camaçari,Alto da Bela Vista
BA,Camaçari,Alto da Cruz
BA,Camaçari,Alto do Triângulo
BA,Camaçari,Área Rural de Camaçari
BA,Camaçari,Areias (Abrantes)
BA,Camaçari,Arembepe (Abrantes)
BA,Camaçari,Bairro do Natal
BA,Camaçari,Bairro dos 46
BA,Camaçari,Barra do Jacuípe (Monte Gordo)
BA,Camaçari,Barra do Pojuca (Monte Gordo)
BA,Camaçari,Bela Vista
BA,Camaçari,Boa Esperança (Monte Gordo)
BA,Camaçari,Boa União (Abrantes)
BA,Camaçari,Burissatuba
BA,Camaçari,Busca Vida
BA,Camaçari,Busca Vida (Abrantes)
BA,Camaçari,Busca Vida Res.
BA,Camaçari,Cachoeirinha (Abrantes)
BA,Camaçari,Cajazeiras de Abrantes (Abrantes)
BA,Camaçari,Camaçari de Dentro
BA,Camaçari,Cascalheira (Abrantes)
BA,Camaçari,Catu De Abrantes
BA,Camaçari,Catu de Abrantes (Abrantes)
BA,Camaçari,Centro
BA,Camaçari,Condomínio Marina Riverside
BA,Camaçari,Coqueiros de Arembepe (Abrantes)
BA,Camaçari,Coqueiros de Monte Gordo (Monte Gordo)
BA,Camaçari,Cristo Redentor
BA,Camaçari,Curva Do Rio
BA,Camaçari,Damha
BA,Camaçari,Dois de Julho
BA,Camaçari,Dom Avelar
BA,Camaçari,Encanto De Jaua
BA,Camaçari,Ficam
BA,Camaçari,Genérico
BA,Camaçari,Genipabu (Monte Gordo)
BA,Camaçari,Gleba A
BA,Camaçari,Gleba B
BA,Camaçari,Gleba C
BA,Camaçari,Gleba E
BA,Camaçari,Gleba H
BA,Camaçari,Gravatá
BA,Camaçari,Guarajuba (Monte Gordo)
BA,Camaçari,Industrial
BA,Camaçari,Inocoop
BA,Camaçari,Interlagos (Abrantes)
BA,Camaçari,Itacimirim (Monte Gordo)
BA,Camaçari,Jardim Brasília
BA,Camaçari,Jardim Flamboyan
BA,Camaçari,Jardim Flamboyant
BA,Camaçari,Jardim Limoeiro
BA,Camaçari,Jaua
BA,Camaçari,Jauá (Abrantes)
BA,Camaçari,Lama Preta
BA,Camaçari,Limoeiro
BA,Camaçari,Loteamento Montenegro
BA,Camaçari,Machadinho
BA,Camaçari,Malícia (Abrantes)
BA,Camaçari,Mangueiral
BA,Camaçari,Massaranduba
BA,Camaçari,Monte Gordo (Monte Gordo)
BA,Camaçari,Morro da Manteiga
BA,Camaçari,Natal
BA,Camaçari,Nova Abrantes (Abrantes)
BA,Camaçari,Nova Aliança - PHOC I
BA,Camaçari,Nova Vitória
BA,Camaçari,Novo Abrantes
BA,Camaçari,Novo Horizonte
BA,Camaçari,Parafuso
BA,Camaçari,Parque das Dunas (Abrantes)
BA,Camaçari,Parque das Mangabas
BA,Camaçari,Parque das Palmeiras
BA,Camaçari,Parque Florestal
BA,Camaçari,Parque Nascente do Rio Capivara
BA,Camaçari,Parque Real Serra Verde
BA,Camaçari,Parque Satélite
BA,Camaçari,Parque Verde
BA,Camaçari,Parque Verde I
BA,Camaçari,Parque Verde II
BA,Camaçari,Parque Verde III
BA,Camaçari,Pau Sul
BA,Camaçari,Pé de Areia (Abrantes)
BA,Camaçari,Phoc I
BA,Camaçari,Phoc Ii
BA,Camaçari,Phoc Iii
BA,Camaçari,Piaçaveira
BA,Camaçari,Pólo de Apoio
BA,Camaçari,Pólo Industrial de Camaçari
BA,Camaçari,Polo Petroquímico
BA,Camaçari,PoloPlast
BA,Camaçari,Ponto Certo
BA,Camaçari,Quarenta e Seis
BA,Camaçari,Recanto das Árvores
BA,Camaçari,Recanto De Abrantes
BA,Camaçari,Renascer - PHOC II
BA,Camaçari,Rio da Prata
BA,Camaçari,Rua Campinas
BA,Camaçari,Santa Maria
BA,Camaçari,Santo Antônio
BA,Camaçari,São Bento (Monte Gordo)
BA,Camaçari,Setor Industrial Urbano
BA,Camaçari,Sítio São Gonçalo (Abrantes)
BA,Camaçari,Tancredo Neves
BA,Camaçari,Triângulo
BA,Camaçari,Vale do Landirana (Abrantes)
BA,Camaçari,Varge Grande (Abrantes)
BA,Camaçari,Várzea da Meira (Monte Gordo)
BA,Camaçari,Vera Cruz
BA,Camaçari,Verdes Horizontes
BA,Camaçari,Vila Abrantes
BA,Camaçari,Vila De Abrantes
BA,Camaçari,Vila de Abrantes (Abrantes)
BA,Camaçari,Vila Goiana
BA,Camaçari,Vila Irmã Dulce
BA,Camaçari,Vila Nova Republica
BA,Camaçari,Vilas De Abrantes
BA,Camaçari,Vilas Do Joanes
BA,Camaçari,Vívea
BA,Camaçari,Vivendas Do Bosque
BA,Camamu,Centro
BA,Camamu,Genérico
BA,Camamu,Travessão
BA,Campo Alegre de Lourdes,Centro
BA,Campo Alegre de Lourdes,Genérico
BA,Campo Formoso,Araras
BA,Campo Formoso,Brejão da Caatinga
BA,Campo Formoso,Brejo Grande
BA,Campo Formoso,Centro
BA,Campo Formoso,Curral Velho
BA,Campo Formoso,Genérico
BA,Campo Formoso,Lage dos Negros
BA,Campo Formoso,Poços
BA,Campo Formoso,São Tomé
BA,Campo Formoso,Tuiutiba
BA,Canápolis,Centro
BA,Canápolis,Genérico
BA,Canarana,Centro
BA,Canarana,Genérico
BA,Canarana,Paz do Salobro
BA,Canavieiras,Centro
BA,Canavieiras,Genérico
BA,Candeal,Centro
BA,Candeal,Genérico
BA,Candeias,Área Rural de Candeias
BA,Candeias,Areia
BA,Candeias,Centro
BA,Candeias,Distrito Industrial
BA,Candeias,Genérico
BA,Candeias,Malemba
BA,Candeias,Nova Brasília
BA,Candeias,Nova Candeias
BA,Candeias,Pitanga
BA,Candeias,Santo Antônio
BA,Candeias,Sarandy
BA,Candeias,Triângulo
BA,Candeias,Urbis I
BA,Candeias,Urbis Ii
BA,Candiba,Centro
BA,Candiba,Genérico
BA,Cândido Sales,Centro
BA,Cândido Sales,Genérico
BA,Cansanção,Centro
BA,Cansanção,Genérico
BA,Canudos,Bedengó
BA,Canudos,Centro
BA,Canudos,Genérico
BA,Capela do Alto Alegre,Centro
BA,Capela do Alto Alegre,Genérico
BA,Capim Grosso,Centro
BA,Capim Grosso,Genérico
BA,Capim Grosso,Nova Morada
BA,Caraíbas,Centro
BA,Caraíbas,Genérico
BA,Caravelas,BAIRRO NOVO
BA,Caravelas,BOSQUE DAS AVENIDAS
BA,Cardeal da Silva,Centro
BA,Cardeal da Silva,Genérico
BA,Carinhanha,Centro
BA,Carinhanha,Genérico
BA,Casa Nova,Borges
BA,Casa Nova,Genérico
BA,Casa Nova,Ouricuri
BA,Casa Nova,Sobrado
BA,Castro Alves,Banheiro
BA,Castro Alves,Centro
BA,Castro Alves,Genérico
BA,Castro Alves,Riacho da Légua
BA,Catolândia,Centro
BA,Catolândia,Genérico
BA,Catu,Centro
BA,Catu,Genérico
BA,Catu,Sítio Novo
BA,Caturama,Centro
BA,Caturama,Genérico
BA,Central,Centro
BA,Central,Genérico
BA,Chorrochó,Caraibas
BA,Chorrochó,Centro
BA,Chorrochó,Genérico
BA,Chorrochó,São José do Chorrochó
BA,Chorrochó,Várzea da Ema
BA,Cícero Dantas,Caxias
BA,Cícero Dantas,Centro
BA,Cícero Dantas,Genérico
BA,Cícero Dantas,Trindade
BA,Cipó,Centro
BA,Cipó,Genérico
BA,Coaraci,Centro
BA,Coaraci,Genérico
BA,Cocos,Centro
BA,Cocos,Genérico
BA,Conceição da Feira,Centro
BA,Conceição da Feira,Genérico
BA,Conceição do Almeida,Centro
BA,Conceição do Almeida,Genérico
BA,Conceição do Coité,Centro
BA,Conceição do Coité,Genérico
BA,Conceição do Coité,Joazeiro
BA,Conceição do Jacuípe,Bessa
BA,Conceição do Jacuípe,Centro
BA,Conceição do Jacuípe,Genérico
BA,Conceição do Jacuípe,Picado
BA,Conde,Centro
BA,Conde,Genérico
BA,Condeúba,Centro
BA,Condeúba,Genérico
BA,Contendas do Sincorá,Centro
BA,Contendas do Sincorá,Genérico
BA,Coração de Maria,Centro
BA,Coração de Maria,Genérico
BA,Coração de Maria,Retiro
BA,Cordeiros,Centro
BA,Cordeiros,Genérico
BA,Coribe,Centro
BA,Coribe,Genérico
BA,Coronel João Sá,Centro
BA,Coronel João Sá,Genérico
BA,Correntina,Centro
BA,Correntina,Genérico
BA,Cotegipe,Centro
BA,Cotegipe,Genérico
BA,Cravolândia,Centro
BA,Cravolândia,Genérico
BA,Crisópolis,Centro
BA,Crisópolis,Genérico
BA,Crisópolis,Pinto
BA,Cristópolis,Centro
BA,Cristópolis,Genérico
BA,Cruz das Almas,Centro
BA,Cruz das Almas,Genérico
BA,Curaçá,Centro
BA,Curaçá,Genérico
BA,Dário Meira,Acaraci
BA,Dário Meira,Centro
BA,Dário Meira,Genérico
BA,Dário Meira,Idelfonso Maroto
BA,Dário Meira,Planalto Iris
BA,Dias D'Ávila,Centro
BA,Dias D'Ávila,Genérico
BA,Dom Basílio,Centro
BA,Dom Basílio,Genérico
BA,Dom Macedo Costa,Centro
BA,Dom Macedo Costa,Genérico
BA,Elísio Medrado,Centro
BA,Elísio Medrado,Genérico
BA,Encruzilhada,Centro
BA,Encruzilhada,Genérico
BA,Entre Rios,Centro
BA,Entre Rios,Genérico
BA,Érico Cardoso,Centro
BA,Érico Cardoso,Genérico
BA,Esplanada,Centro
BA,Esplanada,Genérico
BA,Esplanada,Mucambo
BA,Euclides da Cunha,Centro
BA,Euclides da Cunha,Genérico
BA,Eunápolis,Alecrim
BA,Eunápolis,Alegria
BA,Eunápolis,Alto da Boa Vista
BA,Eunápolis,Alvorada
BA,Eunápolis,Antares
BA,Eunápolis,Área Rural de Eunápolis
BA,Eunápolis,Arivaldo Reis
BA,Eunápolis,Arnaldo Moura
BA,Eunápolis,Campo das Flores
BA,Eunápolis,Centauro
BA,Eunápolis,Centro
BA,Eunápolis,Colonial
BA,Eunápolis,Costa Rica
BA,Eunápolis,Delta Park
BA,Eunápolis,Dinah Borges
BA,Eunápolis,Distrito Industrial
BA,Eunápolis,Doutor Gusmão
BA,Eunápolis,Edgar Trancoso
BA,Eunápolis,Encanto das Águas
BA,Eunápolis,Genérico
BA,Eunápolis,Green Gold
BA,Eunápolis,Itapuã
BA,Eunápolis,Ivan Moura
BA,Eunápolis,Jardim Amendoeira
BA,Eunápolis,Jardim América
BA,Eunápolis,Jardins das Acácias
BA,Eunápolis,Jardins de Eunápolis
BA,Eunápolis,Jequitaia
BA,Eunápolis,Juca Rosa
BA,Eunápolis,Matinha
BA,Eunápolis,Minas Gerais
BA,Eunápolis,Moisés Reis
BA,Eunápolis,Motor
BA,Eunápolis,Nacional
BA,Eunápolis,Niterói
BA,Eunápolis,Nova Esperança
BA,Eunápolis,Nova Eunápolis
BA,Eunápolis,Parque da Renovação
BA,Eunápolis,Pequi
BA,Eunápolis,Recanto das Árvores
BA,Eunápolis,Residencial Alamar
BA,Eunápolis,Rosa Neto
BA,Eunápolis,Santa Edwirges
